0,1,2
0.04872969261713206,0.05127030738286793,0.05120782300619994
0.09484182767880914,0.10515817232119087,0.10465867208202884
0.1382308884983814,0.16176911150161866,0.16008540430341572
0.1788049680760901,0.22119503192390996,0.217211001462209
0.21648622845482646,0.2835137715451736,0.27574995456430057
0.25121128974778084,0.34878871025221914,0.33540969077988575
0.2829315469058564,0.4170684530941435,0.39589203569818787
0.3116134126416701,0.4883865873583298,0.45689470357841944
0.33723848529602624,0.5627615147039736,0.5181128081488295
0.35980364080788163,0.6401963591921183,0.5792403864029889
0.379321048328142,0.7206789516718579,0.6399719277775056
0.39581810939925466,0.8041818906007453,0.7000039010684679
0.4093373210045722,0.8906626789954278,0.7590362714552124
0.4199360631719554,0.9800639368280447,0.816774000049459
0.4276863121931546,1.0723136878068456,0.87292851847519
0.4326742808922755,1.1673257191077246,0.9272191711094463
0.4349999877412378,1.2650000122587624,0.9793746177758393
0.43477675697575174,1.3652232430242486,1.0291341898802353
0.43213065221019115,1.4678693477898093,1.0762491932107559
0.4271998463821097,1.5728001536178906,1.12048415089081
0.4201339311753645,1.6798660688246358,1.161617980272982
0.41109316937329315,1.7889068306267073,1.1994450978917541
0.40024769387862164,1.899752306121379,1.2337764469526067
0.3877766574033343,2.0122233425966667,1.2644404422221867
0.3738673370782859,2.126132662921715,1.2912838275970635
0.35871419845764246,2.2412858015423587,1.3141724420650154
0.3425179235961786,2.3574820764038225,1.3329918902306326
0.32548440805702145,2.4745155919429798,1.34764811405401
0.30782373186271195,2.5921762681372895,1.358067862945023
0.28974910953268557,2.710250890467316,1.364199059863697
0.2714758244547978,2.828524175545204,1.366011061596931
0.2532201529168169,2.946779847083185,1.3634948119107304
0.23519828317548538,3.0648017168245167,1.356662886812513
0.21762523496555347,3.182374765034449,1.3455494316972656
0.20071378484898827,3.2992862151510143,1.3302099906916915
0.1846734027753748,3.415326597224628,1.310721229049274
0.16970920516849117,3.5302907948315116,1.2871805499836995
0.15602092977144452,3.6439790702285584,1.2597056078556772
0.14380193737400676,3.7561980626259963,1.228433720146207
0.13323824541143398,3.866761754588569,1.193521181155203
0.1245075982647621,3.97549240173524,1.155142480855551
0.11777857890914158,4.0822214210908605,1.1134894328067042
0.11320976635011804,4.186790233649884,1.0687702154864285
0.11094894305892308,4.289051056941078,1.021208331832046
0.11113235636794766,4.388867643632054,0.9710414921913003
0.11388403751788215,4.486115962482119,0.9185204262657645
0.11931518175986905,4.580684818240131,0.8639076299845984
0.1275235926108663,4.672476407389134,0.8074760535716774
0.13859319303978668,4.7614068069602125,0.749507737363024
0.15259360602746463,4.847406393972534,0.6902924021926126
0.1695798065967767,4.930420193403221,0.6301260013916836
0.18959184705204038,5.010408152947957,0.5693092416385538
0.21265465680092185,5.087345343199075,0.5081460800515915
0.23877791775932644,5.161222082240671,0.4469422050367632
0.2679560159619873,5.232043984038009,0.3860035084823482
0.30016806962059916,5.299831930379397,0.32563455693666554
0.33537803348926415,5.3646219665107315,0.26613706940974013
0.37353487901564086,5.426465120984354,0.20780840940672954
0.41457284937741534,5.48542715062258,0.15094009872980219
0.45841178812944294,5.541588211870552,0.0958163604763628
0.5049575398190106,5.595042460180984,0.04271269851559842
0.5541024205669767,5.645897579433018,-0.008105479456996204
0.6057257562628636,5.69427424373713,-0.05638418840525499
0.659694485684049,5.740305514315945,-0.10188213534847335
0.7158638255247146,5.784136174475279,-0.14437192532370102
0.774077994010795,5.825922005989198,-0.1836411978868954
0.8341709894843573,5.865829010515635,-0.2194936884727969
0.8959674200661123,5.9040325799338795,-0.25175020930893793
0.9592833802494731,5.940716619750519,-0.28024954498125837
1.023927370045016,5.976072629954976,-0.30484925817536535
1.0897012520815361,6.010298747918455,-0.3254264015664089
1.156401241880187,6.043598758119804,-0.34187813229960745
1.2238189263523946,6.076181073647596,-0.3541222259903001
1.2917423054311796,6.1082576945688105,-0.3620974876745962
1.3599568516298988,6.140043148370091,-0.36576405765672537
1.428246582232821,6.171753417767168,-0.3651036107244873
1.4963951387588172,6.203604861241171,-0.36011944773714055
